# This is a data table for pyrolite computed using Perple_X.
# Independent variables are temperature and pressure.
# POINTS: 200 200
T(K)           P(bar)         s,J/K/kg       rho,kg/m3      alpha,1/K      cp,J/K/m3      vp,km/s        vs,km/s        h,J/kg        
  2859.40        90452.5        3177.00        3377.87       0.339218E-004  0.437241E+007   7.87512        4.16374      -0.774843E+007
  2880.70        90452.5        3188.09        3372.84       0.341154E-004  0.437133E+007   7.85203        4.14844      -0.771571E+007
  2902.01        90452.5        3196.10        3372.12       0.342814E-004  0.437663E+007   7.85000        4.14601      -0.769349E+007
  2923.32        90452.5        3205.83        3369.08       0.344634E-004  0.437852E+007   7.83609        4.13621      -0.766512E+007
  2944.62        90452.5        3215.16        3366.93       0.346373E-004  0.438162E+007   7.82532        4.12811      -0.763775E+007
  2965.93        90452.5        3225.51        3363.14       0.348253E-004  0.438240E+007   7.80680        4.11530      -0.760671E+007
  2987.24        90452.5        3235.32        3359.74       0.350156E-004  0.438391E+007   7.79085        4.10417      -0.757725E+007
  3008.54        90452.5        3243.80        3358.96       0.351848E-004  0.438916E+007   7.78588        4.09952      -0.755222E+007
  3029.85        90452.5        3253.34        3354.33       0.354046E-004  0.438952E+007   7.76782        4.08778      -0.752344E+007
  3051.16        90452.5        3263.49        3351.22       0.355886E-004  0.439126E+007   7.75022        4.07504      -0.749191E+007
  3072.46        90452.5        3272.21        3348.55       0.357923E-004  0.439440E+007   7.73947        4.06744      -0.746558E+007
  3093.77        90452.5        3282.00        3344.33       0.360060E-004  0.439519E+007   7.72047        4.05453      -0.743499E+007
  3115.08        90452.5        3292.43        3339.92       0.362111E-004  0.439531E+007   7.69734        4.03845      -0.740111E+007
  3136.38        90452.5        3299.65        3338.82       0.364219E-004  0.440137E+007   7.69634        4.03737      -0.738037E+007
  3157.69        90452.5        3309.42        3335.47       0.366265E-004  0.440326E+007   7.67838        4.02451      -0.734903E+007
  3178.99        90452.5        3318.21        3332.38       0.368465E-004  0.440615E+007   7.66518        4.01529      -0.732132E+007
  3200.30        90452.5        3326.71        3329.72       0.370668E-004  0.440977E+007   7.65393        4.00731      -0.729451E+007
  3221.61        90452.5        3334.75        3326.70       0.373045E-004  0.441334E+007   7.64355        4.00035      -0.726914E+007
  3242.91        90452.5        3343.30        3323.35       0.375407E-004  0.441628E+007   7.62997        3.99106      -0.724159E+007
  3264.22        90452.5        3352.35        3319.67       0.377767E-004  0.441860E+007   7.61345        3.97965      -0.721209E+007
  3285.53        90452.5        3360.97        3317.04       0.380051E-004  0.442244E+007   7.60065        3.97041      -0.718386E+007
  3306.83        90452.5        3369.95        3313.41       0.382476E-004  0.442501E+007   7.58410        3.95894      -0.715425E+007
  3328.14        90452.5        3378.60        3310.32       0.384894E-004  0.442848E+007   7.56976        3.94882      -0.712554E+007
  3349.45        90452.5        3387.92        3305.83       0.387472E-004  0.443001E+007   7.54948        3.93498      -0.709428E+007
  3370.75        90452.5        3395.70        3304.05       0.389885E-004  0.443571E+007   7.54106        3.92868      -0.706827E+007
  3392.06        90452.5        3404.10        3301.09       0.392432E-004  0.443978E+007   7.52739        3.91902      -0.703988E+007
  3413.37        90452.5        3414.07        3297.35       0.395328E-004  0.444387E+007   7.50953        3.90691      -0.700580E+007
  3434.67        90452.5        3422.16        3294.34       0.398203E-004  0.444904E+007   7.49823        3.89940      -0.697820E+007
  3455.98        90452.5        3432.09        3290.92       0.401692E-004  0.445614E+007   7.48589        3.89188      -0.694399E+007
  3477.29        90452.5        3442.69        3286.47       0.405574E-004  0.446298E+007   7.47072        3.88294      -0.690713E+007
  3498.59        90452.5        3455.05        3284.83       0.410688E-004  0.447916E+007   7.46441        3.88070      -0.686282E+007
  3519.90        90452.5        3466.04        3280.25       0.414953E-004  0.448805E+007   7.45179        3.87358      -0.682401E+007
  3541.21        90452.5        3476.10        3279.01       0.418797E-004  0.450089E+007   7.44596        3.86954      -0.678775E+007
  3562.51        90452.5        3483.49        3278.89       0.422899E-004  0.451561E+007   7.44949        3.87272      -0.676256E+007
  3583.82        90452.5        3492.96        3276.45       0.427258E-004  0.452884E+007   7.44639        3.87131      -0.672917E+007
  3605.13        90452.5        3503.04        3271.61       0.431908E-004  0.453780E+007   7.43060        3.86197      -0.669261E+007
  3626.43        90452.5        3513.22        3271.75       0.436897E-004  0.455814E+007   7.43439        3.86496      -0.665554E+007
  3647.74        90452.5        3523.65        3270.15       0.441764E-004  0.457466E+007   7.42853        3.86084      -0.661709E+007
  3669.05        90452.5        3539.08        3263.11       0.451438E-004  0.460341E+007   7.43023        3.86714      -0.656093E+007
  3690.35        90452.5        3548.86        3260.10       0.457451E-004  0.462222E+007   7.42751        3.86629      -0.652521E+007
  3711.66        90452.5        3557.60        3258.91       0.462076E-004  0.463782E+007   7.41947        3.85978      -0.649229E+007
  3732.96        90452.5        3566.23        3258.76       0.467213E-004  0.465740E+007   7.41636        3.85655      -0.645959E+007
  3754.27        90452.5        3572.56        3253.54       0.470198E-004  0.465662E+007   7.38209        3.82943      -0.643625E+007
  3775.58        90452.5        3585.17        3253.32       0.480380E-004  0.469916E+007   7.40207        3.84627      -0.638844E+007
  3796.88        90452.5        3596.91        3239.80       0.490433E-004  0.471474E+007   7.37312        3.82861      -0.634590E+007
  3818.19        90452.5        3607.47        3236.76       0.499872E-004  0.474690E+007   7.37154        3.82802      -0.630573E+007
  3839.50        90452.5        3617.99        3234.29       0.510117E-004  0.478298E+007   7.37058        3.82726      -0.626543E+007
  3860.80        90452.5        3628.35        3231.23       0.521114E-004  0.482077E+007   7.36817        3.82554      -0.622558E+007
  3882.11        90452.5        3639.26        3228.49       0.534241E-004  0.486756E+007   7.36879        3.82575      -0.618333E+007
  3903.42        90452.5        3650.36        3225.94       0.549335E-004  0.492205E+007   7.37060        3.82645      -0.614011E+007
  3924.72        90452.5        3659.52        3222.29       0.562953E-004  0.496596E+007   7.35739        3.81570      -0.610429E+007
  3946.03        90452.5        3667.95        3218.26       0.577189E-004  0.500980E+007   7.33808        3.80033      -0.607108E+007
  3967.34        90452.5        3676.43        3214.13       0.593990E-004  0.506215E+007   7.31783        3.78422      -0.603754E+007
  3988.64        90452.5        3684.73        3213.47       0.613933E-004  0.513130E+007   7.30405        3.77119      -0.600420E+007
